alter_name,copyright_year,description,duration,genre,high,img,low,medium,name,origin,id
Hải Tặc,2014,"
                  Trailer:

                ",110 phút,"Hành Động,Hài Hước,Cổ Trang",,http://static.tamnhinso.info/posters/244-hai-tac.jpg,,,Pirates,Hàn Quốc,515
Yêu Cuồng Si,2014,"
                  Trailer:


 “Begin Again” là một phim hài tình cảm có phong cách khá nồng nhiệt kể về những tâm hồn lạc lối gặp được nhau và cùng nhau sưởi ấm cuộc đời tươi đẹp bằng âm nhạc. Gretta (Keira Knightley) và anh bạn trai lâu năm Dave (Adam Levine) từng là một cặp đôi yêu nhau thắm thiết từ hồi trung học, đồng thời cũng là những nhạc sĩ cùng viết nhạc với nhau, giờ đây “trốn chạy” đến New York khi anh chàng Dave nhận được hợp đồng với một hãng đĩa lớn. Nhưng rồi những cạm bẫy đến từ sự nổi tiếng nhanh chóng khiến Dave trở nên lạc lối, bỏ lại đằng sau một Gretta quay cuồng sầu muộn vì cuộc tình tan vỡ.
                ",104 phút,"Tình Cảm,Âm Nhạc",,http://static.tamnhinso.info/posters/267-yeu-cuong-si.jpg,,,Begin Again,Mỹ,516
Cuộc Phiêu Lưu Bất Đắc Dĩ (Chuyển Hướng),2014,"
                  

Phim Cuộc Phiêu Lưu Bất Đắc Dĩ 2014 nói về 4 người bạn tên là John, Ben, Tim và Michael vo tình liên quan đến 1 vụ cướp và bị mắc kẹt ở Đông Âu trải qua hàng loạt các tai nạn bất ngờ và phải tìm đường về nhà. Để làm như vậy, họ sẽ phải đối mặt và vượt qua các tên sát thủ, cảnh sát tham nhũng, gái điếm...
                ",99 phút,"Hành Động,Hài Hước",,http://static.tamnhinso.info/posters/269-cuoc-phieu-luu-bat-dac-di-chuyen-huong.jpg,,,Redirected,Mỹ,517
Bạn Gái,2014,"
                  Trailer:


[B]Diễn viên chính[/B]
Trần Y Hàm, Tiết Khải Kỳ, Dương Tử San, Chung Hán Lương, Ngô Kiến Hào, Dư Văn Lạc.

[B]Giới thiệu & tóm tắt[/B]
Một tác phẩm xuất sắc nữa của nữ biên kịch nổi danh với [B]""Lời thật lòng và trò mạo hiểm"", ""Tuổi nổi loạn"" và ""5 năm bị đánh cắp"" [/B]Hoàng Chân Nhân lại một lần nữa cho ta thấy qua [B]""Bạn gái""[/B] với những thước phim vừa hài hước vừa cảm động, thể hiện tình bạn thật sự giữa những người phụ nữ vui vẻ, lãng mạn, trung thành và những giây phút ấm lòng. Hi Mân, Kimmy và Tiểu Mỹ, bộ 3 chơi với nhau từ nhỏ, chứng kiến sự trưởng thành lớn lên của nhau, thậm chí là sống cùng nhau sau mỗi khi đi làm về, thật sự là những người bạn trung thành. 3 cô gái ngọt ngào và yêu đời, nhưng đều phải đi trên một con đường là đối mặt với khó khăn thử thách mà chính là những thước đo tình bạn giữa họ. Liệu chính xác mực độ thân thiết của họ như thế nào? Còn bao nhiêu bí mật giữa họ mà không thể tiết lộ? Nếu là bạn, bạn sẽ trả bao nhiêu cho một tình bạn trong cuộc sống?

[I][B]Nguồn: Kites[/B][/I]
                ",118 phút,"Tình Cảm,Tâm Lý",,http://static.tamnhinso.info/posters/268-ban-gai.jpg,,,Girls/ Close Friend,Trung Quốc,518
Thảm Họa Tàu Điện Ngầm,2013,"
                  Trailer:


Bộ phim nói về một thảm họa ngập lụt ở đường hầm tàu điện ngầm ở Moscow, hậu quả của chúng kéo theo không ai có thể lường trước được. 
                ",133 phút,Hành Động,,http://static.tamnhinso.info/posters/335-tham-hoa-tau-dien-ngam.jpg,,,Metro a.k.a Metpo,Khác,519
Cưỡng Đoạt 3: Dứt Điểm,2015,"
                  

Phim Taken 3 Cưỡng Đoạt 3: Dứt Điểm Vietsub với khung cảnh ấm êm của gia đình cựu đặc vụ Bryan Mills (Liam Neeson thủ vai). Những tưởng anh đã hòa giải được với người vợ cũ và bắt đầu những tháng ngày hạnh phúc, nhưng niềm vui chưa kịp tận hưởng của anh đã bị vụt tắt khi cô bị ám sát một cách dã man ngay tại nhà. Bryan tiếp tục nhận được lời đe dọa, rằng những người mà anh yêu thương sẽ sớm phải chết. Cựu đặc vụ chính phủ buộc phải vận dụng các kỹ năng đặc biệt của anh để bảo vệ con gái, tìm ra kẻ đứng sau tất cả mọi chuyện và đòi lại công lý cho mình.
                ",90 phút,Hành Động,,http://static.tamnhinso.info/posters/270-cuong-doat-3-dut-diem.jpg,,,Taken 3,Mỹ,520
Giết Người Đưa Tin,2014,"
                  


KILL THE MESSENGER dựa trên câu chuyện có thật về nhà báo nổi tiếng từng giành giải Pulitzer: Gary Webb. Trong phim, Webb sẽ tình cờ dính vào một câu chuyện dẫn đến việc khám phá ra nguồn gốc bất minh của những kẻ đã khơi mào cho nạn dịch sử dụng ma túy tràn lan trên khắp hang cùng ngõ hẻm của nước Mỹ những năm 1984-1990...
                ",112 phút,Hành Động,,http://static.tamnhinso.info/posters/271-giet-nguoi-dua-tin.jpg,,,Kill The Messenger,Mỹ,521
Người Chim,2014,"
                  

Phim Người Chim - Birdman Vietsub HD xoay quanh một nghệ sĩ kịch, luôn hóa trang thành các siêu anh hùng tại sân khấu Broadway. Và một ngày nọ anh phải thành một anh hùng thật sự để bảo vệ lòng tự trọng, gia đình, sự nghiệp và chính bản thân anh. Phim còn có sự tham gia diễn xuất của các ngôi sao Emma Stone, Amy Ryan và Naomi Watts...
                ",119 phút,"Hành Động,Hài Hước",,http://static.tamnhinso.info/posters/272-nguoi-chim.jpg,,,Birdman,Mỹ,522
Năm Tháng Vội Vã,2014,"
                  [FONT=Book Antiqua][SIZE=4]Trailer:


Chuyển thể từ tiểu thuyết cùng tên nổi tiếng của Cửu Dạ Hồi, bộ phim kể về cậu thiếu niên Trần Tầm tỏa sáng như ánh sáng mặt trời (Bành Vu Yến đóng), cô gái si tình Phương Hồi (Nghệ Ni đóng), Triệu Diệp - ""chiếc lốp dự phòng"" đơn thuần; Kiều Nhiên - chàng trai ấm áp (Ngụy Thần đóng), nữ thần phóng khoáng - Lâm Gia Mạt (Trương Tử Huyên đóng). Đó là 15 năm tuổi trẻ, kỉ niệm và tình bạn mà họ, những người bạn thân thiết đã cùng nhau vượt qua.

Vào những năm 90, dưới sự theo đuổi của cô gái tên Thất Thất, Trần Tầm gần 30 tuổi đã nhớ lại khoảng thời gian mình ở bên mối tình đầu Phương Hồi. Năm đó Trần Tầm gần 30 tuổi một lần nữa nhớ lại mối tình hồn nhiên trong sáng và thêm vào đó những suy tư, hối lỗi của mình. Đây vừa là những hồi ức thanh xuân của Trần Tầm, đồng thời cũng là những năm tháng vội vã của cả một lớp người những năm 80.[/SIZE][/FONT]
                ",119 phút,"Tình Cảm,Tâm Lý",,http://static.tamnhinso.info/posters/286-nam-thang-voi-va.jpg,,,Fleet of Time,Trung Quốc,523
Thực Tại Hoàn Mỹ,2013,"
                  [FONT=Book Antiqua][SIZE=4]Trailer:
[/SIZE][/FONT]
[FONT=Book Antiqua][SIZE=4]
Sutter Keely (do Miles Teller thủ vai) sống ở Now - một nơi rất lý tưởng. Sutter Keely là học sinh năm thứ hai trung học, quyến rũ và đầy tự tin về bản thân. Cuộc sống của cậu luôn chìm đắm trong tiệc tùng. Sau khi bị bạn gái đá, Sutter uống rượu say đến không biết trời đất là gì, đến khi tỉnh dậy thì thấy mình đang ở cùng với Aimee Finicky (do Shailene Woodley thủ vai). Aimee là cô gái đẹp ""một cách khác thường"". Cô thích đọc những cuốn sách về khoa học viễn tưởng. Có thể nói Aimee thuộc kiểu con gái nhàm chán chẳng bao giờ có được bạn.

Kể từ sau sự việc không mong muốn đó, cuộc sống của Sutter bắt đầu thay đổi. Trong khi Aimee tràn đầy mơ ước về một tương lai tốt đẹp thì Sutter lại sống trong ảo tưởng về một điều gì đó ngoạn mục đầy ấn tượng tại Now. Thế nhưng theo một cách nào đó, họ dần đến với nhau...[/SIZE][/FONT]
                ",95 phút,"Tình Cảm,Tâm Lý",,http://static.tamnhinso.info/posters/287-thuc-tai-hoan-my.jpg,,,The Spectacular Now,Mỹ,524
Bản Tình Ca Tuổi Trẻ,2013,"
                  [FONT=Book Antiqua][SIZE=4]Trailer:

[/SIZE][/FONT]
[FONT=Book Antiqua][SIZE=4]Bộ phim kể về Daisy, một thiếu nữ người Mỹ đến sống với người thân ở miền quê nước Anh. Ban đầu, cô nhút nhát và xa lánh mọi người, chìm đắm vào cuốn nhật ký và những bản nhạc của riêng mình. Đến khi cô rơi vào mối tình với chính người anh họ Eddie đẹp trai, Daisy bắt đầu mở lòng, đón nhận tình cảm chân thật và nồng ấm của những người xung quanh. Những ngày hè bình dị và lãng mạn của họ bị cắt ngang khi chiến tranh nổ ra ở vùng quê yên bình, tin tức căng thẳng của một cuộc xung đột leo thang ở châu Âu lan khắp nơi. Mối tình của Daisy phải tìm cách vượt qua bao thử thách để tồn tại trong một thế giới đầy hỗn loạn. Dựa trên tiểu thuyết từng đoạt giải thưởng của Meg Rosoff, How I Live Now đã được đạo diễn Kevin Macdonald (The Last King of Scotland) truyền tải đến khán giả bằng cảm xúc chân thực và mới mẻ qua khung cảnh tuyệt đẹp của miền quê nước Anh.[/SIZE][/FONT]
[FONT=Book Antiqua][SIZE=4][I][B]Nguồn: Cave Subbing Team[/B][/I][/SIZE][/FONT]
                ",101 phút,"Tình Cảm,Tâm Lý",,http://static.tamnhinso.info/posters/303-ban-tinh-ca-tuoi-tre.jpg,,,How I Live Now,Mỹ,525
Trùm Bài,2015,"
                  

Từng được yêu thích bởi vai diễn Frank Martin trong bộ phim Transporter, nam diễn viên tài năng Jason Statham tiếp tục quay lại màn ảnh cùng những pha hành động kịch tính và gây cấn trong TRÙM BÀI (tựa gốc: WILD CARD) được khởi chiếu vào cuối tháng 1 năm nay. Bộ phim TRÙM BÀI bắt đầu bởi khung cảnh đầu đông của thành phố Las Vegas phồn hoa, nơi những con bạc lao mình vào những cuộc chơi đỏ đen xa xỉ và bất tận. Nick Wild (do Jason Statham thủ vai) là một cựu quân nhân đang kiếm sống bằng nghề bảo vệ tại sòng bài Las Vegas. Anh cũng từng là một tay chơi bạc có tiếng và vướng vào không ít rắc rối về các khoản nợ nần hay ẩu đả với các dân chơi. Những tưởng rằng cuộc đời Nick đã không còn thêm bất kỳ sóng gió nào nữa, nhưng vì lòng hào hiệp cứu giúp bạn bè, Nick tiếp tục bị cuốn vào một cuộc đối đầu nguy hiểm cùng những kẻ từng hãm hại bạn anh. Với kinh nghiệm dày dạn và sự quyết đoán, Nick Wild lao vào cuộc chiến bất đắc dĩ cho chính anh tạo nên. Và cũng chính điều này đã đẩy anh vào một ván bài sinh tử cuối cùng. “Được ăn cả, ngả về không”, liệu Nick có thể giành lại công lý cho bạn bè mình, hay sẽ đánh mất mọi thứ trong ván bài chóng vánh tại Las Vegas. Những câu hỏi sẽ được giải đáp tại các rạp chiếu trên toàn quốc kể từ ngày 30.01.2015.
                ",92 phút,Hành Động,,http://static.tamnhinso.info/posters/275-trum-bai.jpg,,,Wild Card (Joker),Mỹ,526
Những Bông Hoa Trên Tầng Áp Mái,2014,"
                  Trailer:


Flowers In The Attic được chuyển thể từ tiểu thuyết cùng tên của nhà văn V.C.Andrews. Bộ phim kể về một gia đình của bốn đứa trẻ, vì người bố đã chết và mẹ không kế sinh nhai các em theo mẹ đến nhà ông bà ngoại để tìm nơi nuơng tựa, nơi mẹ chúng đã bị ông bà từ bỏ vì cuộc hôn nhân không như ý. Vì sợ cha, người mẹ đã phải giấu những đứa con mình trên tầng áp mái để chờ tới lúc người cha tha thứ. Nhưng dần dần chính người mẹ đã quên rằng mình đã từng yêu thương chúng như thế nào. Cuốn tiểu thuyết đựơc dựa trên câu chuyện có thực và gây tiếng vang lớn ngay sau khi đựơc xuất bản.
[B][I]Nguồn: Cave Subbing Team[/I][/B]
                ",86 phút,"Tình Cảm,Tâm Lý",,http://static.tamnhinso.info/posters/304-nhung-bong-hoa-tren-tang-ap-mai.jpg,,,Flowers in the Attic,Mỹ,527
Thuyết vạn Vật,2014,"
                  Trailer:

Bộ phim về Stephen Hawking, nhà khoa học Vật lý vĩ đại nhất thế kỷ 21 với tên phim là một giả thuyết vật lý về vũ trụ học, nhưng bộ phim lại được xếp vào thể loại phim tiểu sử lãng mạn và nội dung phim thì đầy xúc động và chẳng khó hiểu chút nào. 

Đây là câu chuyện cổ tích về người đàn ông đã làm thay đổi thế giới và tình yêu đã làm thay đổi anh ta. Một thiên tài khoa học mắc căn bệnh liệt cả người thậm chí không thể ăn và nói từ lúc còn trẻ và được dự đoán sẽ chỉ sống được vài năm, nay đã gần 80 tuổi và có những đóng góp vĩ đại cho ngành Vật lý; một cô sinh viên Văn học xinh đẹp và thông minh kiên quyết lấy người yêu mình khi mắc bệnh và một mình ở bên chăm sóc anh và ba người con suốt hơn 30 năm; 

“Lý thuyết của vạn vật” đã kể một câu truyện cổ tích có thật của thế kỷ 21 một cách trung thực, và đây sẽ là một bộ phim tuyệt vời cho những ai muốn tìm thấy niềm tin trong sự nghiệp và cả tình yêu.
                ",123 phút,"Tình Cảm,Tâm Lý",,http://static.tamnhinso.info/posters/316-thuyet-van-vat.jpg,,,The Theory of Everything,Anh,528
Đấu Trường Sinh Tử: Húng Nhại Phần 1,2015,"
                  Trailer:


The Hunger Games: Mockingjay – Part 1là một bộ phim phiêu lưu khoa học viễn tưởng n=dựa trên cuốn tiểu thuyết Mockingjay, cuốn sách cuối cùng trong bộ ba quyển The Hunger Games, được viết bởi Suzanne Collins và là phần thứ ba trong Series phim The Hunger Games. Trong phần này, Katniss Everdeen trở thành biểu tượng của cuộc nổi loạn chống lại chính quyền độc tài Capitol…
                ",123 phút,"Hành Động,Viễn Tưởng",,http://static.tamnhinso.info/posters/308-dau-truong-sinh-tu-hung-nhai-phan-1.jpg,,,The Hunger Games: Mockingjay,Mỹ,529
Năm Mươi Sắc Thái,2015,"
                  [FONT=Book Antiqua][SIZE=4]Trailer:
[/SIZE][/FONT]
[FONT=Book Antiqua][SIZE=4]
Câu chuyện bắt đầu khi cô sinh viên Anastasia Steele (Dakota Johnson thủ vai) tới phỏng vấn triệu phú trẻ tuổi Christian Grey (Jamie Dornan) cho tờ tạp chí của trường. Ana đơn giản, trong sáng đã lọt vào mắt xanh của kẻ luôn thích kiểm soát mọi việc là Christian. Anh bắt đầu tiếp cận Ana và cuốn cô vào vòng xoáy của tình ái và nhục cảm. Nhưng đây không phải câu chuyện tình đơn thuần giữa chàng hoàng tử giàu sang lịch lãm và cô gái ngây thơ chân chất. Điều khiến FIFTY SHADES OF GREY trở nên đặc biệt chính là những đam mê bạo liệt về thể xác, những thú vui ái tình diễn ra trong “Căn Phòng Đỏ” bí mật của Christian Grey.

Là một người có tuổi thơ đầy bóng tối, tỷ phú trẻ Christian Grey luôn bị ám ảnh bởi tình dục. Anh không thể yêu theo cách bình thường và có sở thích đến với các cô gái theo lối quan hệ thể xác BDSM.

Với Grey, tình dục không có gì là sai trái. Đó là chuyện bình thường và đầy sáng tạo giữa hai con người với nhau sau cánh cửa căn phòng riêng. Càng thành công trên thương trường, Christian Grey càng mê đắm lao vào những cuộc phiêu lưu không ánh sáng. Vẻ ngoài điển trai đến mê hồn, Grey luôn đóng vai người cai trị, kẻ áp đặt với bạn tình. Với Grey, các cô gái chỉ là ""Người phục tùng"". Chính vì thế, không ai có thể ở lại lâu bên chàng tỷ phú. Các luật chơi anh đặt ra chỉ biến anh thành kẻ bệnh hoạn đáng ghê sợ trong mắt họ.

Nhưng từ khi cô sinh viên vừa tốt nghiệp Anna Steelee đến với cuộc đời Grey, sự trong trắng, thật thà, thơ ngây và bản chất không tuân phục của cô khiến những luật lệ cố hữu của Grey bị chao đảo. Thế giới trong sáng, an toàn của Steele cũng chao đảo. Sức công phá của cô khi va vào Steele có thể ví như khối thiên thạch lớn va vào trái đất. Hậu quả mà nó để lại là những vết thương chằng chịt trong tâm hồn của cả hai. Grey đã dẫn dắt Steele - từ một cô gái đoan chính và không biết gì - vào mê lộ của nhục cảm.

Trên mê lộ ấy, Steele cũng dần dần phát hiện ra được những mảnh quá khứ buồn thảm của người cô yêu, những điều đã khiến anh hành xử kỳ quặc suốt cuộc đời trai trẻ. Nhiều lúc, độc giả chỉ thấy mọi vấn đề giữa họ chỉ được giải quyết bằng sex. Nhưng ở tận cùng nỗi tuyệt vọng, và khi thân xác đã rã rời, hai con người trẻ tuổi nhận ra họ còn phải học cách yêu nhau, bằng trái tim chứ không chỉ bằng nhục cảm...[/SIZE][/FONT]
                ",120 phút,"Tình Cảm,Tâm Lý",,http://static.tamnhinso.info/posters/317-nam-muoi-sac-thai.jpg,,,Fifty Shades of Grey,Mỹ,530
Ám Ảnh Bóng Đêm,2014,"
                  Vợ chồng Paul & Sarah Harriman cùng cô con gái 6 tuổi Hannah đang hứng khởi bắt đầu một cuộc sống mới khi Sarah sẽ tiếp quản nhà máy sản xuất giấy của cha mình. Mọi chuyện đều hết sức tốt đẹp cho đến khi họ khám phá ra những bí ẩn kỳ lạ xung quanh ngôi nhà mình đang sống: câu chuyện về những nghi lễ cúng tế xưa, hình ảnh thoắt ẩn thoắt hiện của những cô cậu bé.
Dường như chúng có một sự quan tâm đặc biệt tới Hannah bé bỏng. Một ngày kia, Hannah đột nhiên biến mất. Chuyện gì đang xảy ra, hay đúng hơn là chuyện gì đã từng xảy ra tại nơi đây?
                ",92 phút,"Tâm Lý,Kinh Dị",,http://static.tamnhinso.info/posters/out_of_the_dark.jpg,,,Out of the Dark,Mỹ,531
Chiến Binh Đơn Độc,2014,"
                  Trailer:


Một anh lính trẻ bị lạc mất đồng đội khi đang tuần hành trên đường phố Belfast năm 1971. Anh phải tự lực và cẩn trọng trên từng bước chân, nơi phố phường đầy cạm bẫy rình rập...
                ",99 phút,"Hành Động,Tình Cảm",,http://static.tamnhinso.info/posters/328-chien-binh-don-doc.jpg,,,71,Anh,532
Bí Ẩn Kim Tự Tháp,2014,"
                  [FONT=Book Antiqua][SIZE=4]Trailer:
[/SIZE][/FONT]
[FONT=Book Antiqua][SIZE=4]
Bộ phim được xây dựng bởi những tình tiết dồn dập về một nhóm thám hiểm tình cờ phát hiện ra một chóp kim tự tháp giữa sa mạc mênh mông. Quá hào hứng vì khám phá này, họ đã bất chấp mọi nguy hiểm để thâm nhập vào công trình cổ xưa. Những mối nguy hiểm ẩn khuất không ngăn được nhóm thám hiểm vào sâu hơn, nhưng họ đã phải nhanh chóng hối hận vì quyết định của mình khi có sự xuất hiện của những sinh vật kỳ lạ không ngừng tiêu diệt dần số người trong đoàn thám hiểm.

Trong cơn hoảng loạn, hàng loạt câu hỏi được đặt ra: Những sinh vật ấy là gì? Tại sao chúng lại ở đây? Chúng muốn gì ở họ? Làm cách nào để an toàn ra khỏi nơi này? Sự hối hận muộn màng cộng với nỗi khiếp sợ khiến nhóm tham hiểm trải qua không ít những khó khăn và hiểm nguy không sao tưởng tượng.[/SIZE][/FONT]
                ",89 phút,"Hành Động,Kinh Dị",,http://static.tamnhinso.info/posters/331-bi-an-kim-tu-thap.jpg,,,The Pyramid,Mỹ,533
Khu Ổ Chuột,2014,"
                  [FONT=Book Antiqua][SIZE=4]Trailer:


Bối cảnh phim ở Brazil, có ba đứa trẻ là bạn thân của nhau, cả ba cùng sinh sống tại 1 bãi rác lớn. Trong khi kiếm sống nhờ bãi rác, 3 người đã phát hiện một số thứ có thể khiến chúng trở nên giàu có, thế là chúng dính vào rắc rối và sự truy đuổi của cảnh sát…[/SIZE][/FONT]
                ",114 phút,Hài Hước,,http://static.tamnhinso.info/posters/363-khu-o-chuot.jpg,,,Trash,Mỹ,534
Nước Mắt Sát Thủ,2014,"
                  [FONT=Book Antiqua][SIZE=4]Trailer:
[/SIZE][/FONT]
[FONT=Book Antiqua][SIZE=4]
Bị người mẹ ruồng bỏ ngay sau khi nhập cư vào Mỹ, Gon được băng đảng mafia nuôi dưỡng và lớn lên thành một sát thủ máu lạnh. Mặc dù thường khử mục tiêu không để lại chút dấu vết, Gon phạm một sai lầm nghiêm trọng giết chết một bé gái vô tội. Chìm trong sự hối hận, tội lỗi và tủi thẹn, Gon không muốn làm sát thủ nữa, nhưng ông trùm giao cho anh một nhiệm vụ cuối cùng.

Vì thế Gon đến Hàn Quốc, mảnh đất mà người mẹ đã bỏ rơi hắn, lần theo dấu vết mục tiêu cuối cùng. Song, mỉa mai cay đắng thay, mục tiêu là Mo Gyeong, mẹ của đứa bé đã chết. Mo Gyeong là nhà quản lý rủi ro của một công ty đầu tư hiện sống trong hoang mang tuyệt vọng, chăm sóc cho mẹ già trong khi lao vào rượu và ma túy để vượt qua nỗi đau mất chồng và con. Cô hoàn toàn mù tịt về dính líu đến một âm mưu lớn cho đến khi một người đàn ông tiếp cận, tuyên bố biết sự thật đằng sau cái chết của con gái cô.

Gon phân vân và đối mặt với sự chọn lựa sinh tử - tuân lệnh tiêu diệt mục tiêu hoặc mạo hiểm mạng sống với cái giá chuộc lại sai lầm trong quá khứ. [/SIZE][/FONT]
                ",116 phút,"Hành Động,Tâm Lý",,http://static.tamnhinso.info/posters/333-nuoc-mat-sat-thu.jpg,,,No Tears For The Dead,Hàn Quốc,535
Bất Khuất,2014,"
                  Câu chuyện về vận động viên Olympic Louis Zamperini, người đã cống hiến cuộc đời mình cho Đệ Nhị Thế Chiến.
Đầu phim, khán giả sẽ choáng ngợp trước màn không chiến dữ dội giữa quân Đồng Minh với phe Phát Xít với âm thanh dữ dội của tiếng đạn bay rít trong không trung và tiếng rung lắc của động cơ máy bay khi phải xoay vòng tránh đạn. Trong giây phút dữ dội ấy, đạo diễn cho khán giả thấy lại tuổi thơ của Zamp, cách gọi thân mật của Louis Zamperini. Xuất thân từ gia đình người Ý di cư sang Mỹ, cậu bé là mục tiêu trêu chọc của lũ trẻ đồng trang lứa. Phản kháng lại, cậu chọn cách sống hư đốn: trốn trường, uống rượu, hút thuốc, đánh nhau. Cậu sống theo cách cậu nói “I’m nothing, let me be nothing”. Nhưng anh trai Pete không thấy điều đó, anh trai như lời cậu nói “Anh luôn thấy điều phi thường trong tôi, và tin điều đó tồn tại”. Chính niềm tin mãnh liệt đó, hay gọi là tình máu mủ, Pete kéo cậu ra khỏi vũng lầy và đẩy cậu vào đường đua điền kinh.
                ",137 phút,"Tâm Lý,Kinh Dị",,http://static.tamnhinso.info/posters/359-bat-khuat.jpg,,,Unbroken,Mỹ,536
Kẻ Tìm Nguồn Nước,2014,"
                  [FONT=Book Antiqua][SIZE=4]Trailer:


Sở hữu một năng lực kỳ lạ là có thể tìm được nhiều nguồn nước  trên sa mạc khô cằn nhưng Connor (Russell Crowe thủ vai) lại không thể tìm được con trai mình đã mất tích trong thế chiến thứ 1...[/SIZE][/FONT]
                ",111 phút,"Tâm Lý,Chiến Tranh",,http://static.tamnhinso.info/posters/362-ke-tim-nguon-nuoc.jpg,,,The Water Diviner,"Khác,Khác",537
Bài Ca Của Biển,2014,"
                  [FONT=Book Antiqua][SIZE=4]Trailer:
[/SIZE][/FONT]
[FONT=Book Antiqua][SIZE=4]
Bài Ca Của Biển - Song Of The Sea: dựa trên truyền thuyết Selkies (tạm gọi Người hải cẩu) của văn hóa Ailen. Selkie là một sinh vật thần thoại vừa giống hồ ly tinh, vừa giống truyền thuyết về các nàng tiên nữ hạ trần của Á Đông. Câu chuyện xoay quanh hai anh em Ben và Saoirse (đứa con cuối cùng của người hải cẩu) cùng nhau bước vào một cuộc phiêu lưu lớn.[/SIZE][/FONT]
                ",93 phút,Hoạt Hình,,http://static.tamnhinso.info/posters/364-bai-ca-cua-bien.jpg,,,Song of the Sea,Pháp,538
Nguồn Gốc,2014,"
                  [FONT=Book Antiqua][SIZE=4]Trailer:

[/SIZE][/FONT]
[FONT=Book Antiqua][SIZE=4]Một nhà sinh vật học phân tử và đối tác trong phòng thí nghiệm của mình phát hiện ra bằng chứng cho thấy có thể thay đổi những đặc điểm cơ bản của xã hội mà chúng ta đang có...[/SIZE][/FONT]
                ",106 phút,Viễn Tưởng,,http://static.tamnhinso.info/posters/366-nguon-goc.jpg,,,I Origins,Mỹ,539
Ngây Ngô,2014,"
                  [FONT=Book Antiqua][SIZE=4]Trailer:


Phim kể về một anh chàng người ngoài hành tinh xuống Trái Đất và làm mất bộ điều khiển tàu vũ trụ của mình. Anh đi khắp nơi và làm mọi cách để tìm lại. Cũng nhờ đó anh có dịp tiếp xúc với nhiều tôn giáo và tín ngưỡng khác nhau. Nhờ sự giúp đỡ của một cô gái tên Jaggu, anh đã đánh bại được sự cuồng tín tồn tại ở Ấn Độ nhờ những câu hỏi ngây ngô của mình, anh tìm cách lấy lại điều khiển và trở về hành tinh....[/SIZE][/FONT]
                ",153 phút,"Viễn Tưởng,Hài Hước,Tâm Lý",,http://static.tamnhinso.info/posters/367-ngay-ngo.jpg,,,PK,Khác,540
Người Giải Phóng,2014,"
                  Trailer:


Bộ phim kể về một anh hùng có thật trong lịch sử. Đó chính là Simon Bolivar, người đã chiến đấu hơn 100 trận chiến chống lại đế chế Tây Ban Nha ở Nam Mỹ. Ông cưỡi trên 70.000 dặm trên lưng ngựa. Các chiến dịch quân sự của ông bao phủ hai lần lãnh thổ của Alexander Đại đế...
                ",119 phút,"Hành Động,Chiến Tranh",,http://static.tamnhinso.info/posters/378-nguoi-giai-phong.jpg,,,The Liberator,Khác,541
Khu Vườn Của Ngôn Từ,2013,"
                  Trailer:


Phim nói về Takao là chàng trai đang học việc để trở thành thợ làm giày. Một ngày nọ, cậu trốn học và ra đánh giày ở một khu vườn kiểu Nhật. Cậu gặp một người con gái bí ẩn tên Yukino lớn tuổi hơn cậu. Và rồi không hẹn mà gặp, cả hai gặp nhau vô số lần nhưng chỉ trong những ngày mưa. Mối liên hệ giữa họ ngày một sâu sắc hơn và họ bắt đầu mở lòng với nhau hơn. Nhưng mùa mưa sắp hết...
                ",46 phút,Hoạt Hình,,http://static.tamnhinso.info/posters/375-khu-vuon-cua-ngon-tu.jpg,,,The Garden of Words,Nhật Bản,542
Trước Lúc Bình Minh (1995),1995,"
                  Trailer:


Anh chàng người Mỹ Jesse tình cờ gặp cô gái Pháp Celine trên một chuyến tàu du lịch vòng quanh châu Âu. Họ phải lòng nhau ngay từ cái nhìn đầu tiên. Chàng tìm cách thuyết phục nàng bầu bạn với mình nốt buổi tối ngày hôm đó, hai người sẽ đi dạo vòng quanh thành phố, chờ đợi đến bình minh, ấy là lúc chàng phải lên đường...
                ",105 phút,"Tình Cảm,Tâm Lý",,http://static.tamnhinso.info/posters/376-truoc-luc-binh-minh-1995.jpg,,,Before Sunrise,Mỹ,543
Năm Bạo Lực Nhất,2014,"
                  Trailer:


Phim lấy bối cảnh thành phố New York mùa đông 1981. Theo thống kê, đây là một năm bạo lực và đẫm máu nhất trong lịch sử của thành phố. Abel Morales là một người nhập cư. Abel mang theo gia đình nhỏ tới New York và cố gắng phát triển sự nghiệp kinh doanh của mình. Có điều, việc kinh doanh ấy không được sạch sẽ cho lắm. Nó được mở rộng bằng bạo lực, tham nhũng. Nhưng cũng chính những điều đó có vẻ sẽ nhấn chìm tất cả cơ nghiệp cũng như hạnh phúc của họ.
                ",125 phút,"Hành Động,Tâm Lý",,http://static.tamnhinso.info/posters/377-nam-bao-luc-nhat.jpg,,,A Most Violent Year,Mỹ,544
